maxdepth,elevation_m,lake_area_m2,B2,B3,B4,B5,B6,B7,B10,B11
9,416.2590027,316026.8656,10550,9434,8552,9854,7107,6993,17651,16185
9.5,288.0510864,65083.94373,13409,12541,12813,12410,6675,6656,18505,17452
1.5,400.4780273,486522.7652,11676.5,10743.5,10934.5,11694.5,6946,6566,16662.5,15704.5
3,357.1100159,1185954.336,14352.5,12774.5,12525.5,11647.5,6914.5,6557.5,17550,16463.5
1,251.5579987,95362.07212,10476.5,9851,9507,11067.5,6922,7048,19476,18356
7.9248,490.7449951,186544.8493,14617.5,13929,14597,16277.5,8125,7217.5,18863.5,17885
10.9728,438.3816528,240169.0106,15880,14945,15965,18862,7479,7224,17890,17074
2.7432,453.4230042,70034.06284,13550,12630,12980,14463,8627,8254,13347,13349
8,406.2940063,134525.8408,11008.5,9826.5,9480.5,12129,6992.5,6841,16259,15582.5
10.5,295.863739,83954.21313,10775,9749,8685,9980,6962,6612,19910,17906
3.3,289.8340149,64936.81228,12743,12000,12044,10204,6187,6165,17396,16731
7,271.4570007,145462.1241,15462,13635,13508,12133,6605,6423,14657,14204
15.24,269.0130005,164596.6581,17372,16702.5,16569.5,14935,8617,8397,19105.5,17689
4,176.9898071,314499.9188,14784,13329.5,12898,12665,10426.5,9590.5,6149.5,6140.5
17,273.0218201,81243.81175,14043,12924,12855,12202,7227,6697,18533,17679
9.8,401,810809.2156,11990,10702,10310,9927,6911,6799,17057,16297
21.0312,385.1439819,431960.5291,16372,15365,16506,17517,7352,7220,13993,13801
16.4592,417.1919861,465529.2455,11755,10419.5,9703,12618.5,6844.5,6947,17790.5,16977.5
3.048,411.177002,594241.1646,11542.5,10091,9944,9958.5,6600,6596.5,17357.5,16366.5
8,281.3639832,44520.58144,13229.5,11578.5,11671.5,15773,9542,7683,17215,16359.5
2,446.4944763,420885.1001,11989,11304,10742,13083,6736,6653,19077,17490
32.004,371.7229919,464847.8734,10133,9227,8766,9224.5,6523.5,6571,17528,16660.5
27,378.460022,189998.5418,16836,16116,16757,16817,7741,7752,14428,13960
10,391.7999878,297759.1265,17161,15894.5,16799.5,18313,6708.5,6571.5,19927.5,18766.5
6.1,266.7279968,46464.07477,10147.5,9014.5,8413,9573,6874.5,6706.5,20300.5,18404.5
6.4008,265.8389893,3087129.263,14362,13544,13316,14683,7028,7270,17592,16826
7.6,402.9182434,2335412.107,13370,13971,13703,15231,6554,6667,15073,14157
23.4696,415.2964783,956303.9229,12329,11825,11119,13388,6071,6070,21834,20266
10.0584,412.9909973,822354.9781,12391.5,11678.5,12050,13155.5,8274.5,7957,16224,15653
10.668,426.3919983,622093.3166,11970,10928.5,11316,13189,7569,7572.5,17258.5,16302
15.5448,404.4940186,2051499.892,10677.5,9754,9878.5,10484,7310,7564,15111,14490
5.5,460.4219971,228965.2712,10422,9482,9213,11954,8080,7495,14734,13738
23.7744,460.4230042,239670.0475,13741,12648,13239,14051,8446,8238,13435,13215
10.2,193.9168091,87176.6323,9689.5,8831,8098,10113.5,7491.5,6512,23033,20925
3.048,126.3389969,149654.7565,11374,10543,11150,16877,8416,6776,18320,17454
8,14.44999981,1534164.713,9219,8714.5,7584,6515,5737,5531.5,20412.5,19185
8.5,47.01600266,1441835.87,11073,10017,9422,11478,6426,6164,18902,17941
11.7,339.2339783,211766.7374,16049.5,15406.5,15579.5,18914.5,9484.5,9311.5,18152,17218
7,259.5639954,863530.8054,15389,14038,14443.5,14924.5,9856,9661,18832,18002.5
4.9,278.0429993,1110477.599,13823,12045,11383,14206,7783,7659,17676,16646
17,261.4425659,591511.2637,13323,12295.5,11857,12240,7570,6873,14665.5,14434
1,620.9829712,84815.82039,18236.5,16997.5,17054,22631,8234.5,8047.5,17904,17067.5
1.2,716.958252,48855.57013,15885.5,14755,15563,17679.5,8381.5,8004.5,17243.5,16962
6,272.848999,125171.3571,9412.5,8110.5,7549,7207.5,6206.5,6091,19486,18594.5
21,412.4900513,279026.8611,15736,14925,16024,16841,7503,7635,17882,16990
12,397.4160156,227861.7601,12652,11732,12071,14360,8948.5,7214,15350.5,14866.5
4.6,384.8479919,942590.0854,16550,15233,15437,17431,7037,7155,15005,14504
22.86,410.5709839,860176.4097,14924,13895.5,14408,15357,7225.5,7425,14580,14645
1.5,402.8410034,1200038.766,11591.5,10891,10608,13793,6796.5,6744,18737,17768.5
10.668,402.925415,2587404.852,13968.5,13234.5,13090.5,14774,6278,6343,19931,18731
1,282.8547363,10079.98061,12923.5,11920.5,12270.5,18158,9358,7518,17701,16795
1,268.5490112,640093.0574,13588,12649.5,12951.5,14376.5,6971.5,7024,17360,16635.5
5,447.9433899,7426191.476,16056,15161,16141,16504,6165,6229,17812,17015
3,405.22995,598248.7801,10254,9421,8485,9480,6276,6297,21157,19829
15.4,237.4340057,312365.9558,9494,8352.5,7387,6795,5763.5,5505.5,21926.5,20359
9.5,299.5287476,163183.254,11139,10249,9637,10254,6653,6548,11282,11541
11.7,222.3199921,254682.0296,9430,8360,7470,7339,5653,5445,22633,21148
18.3,154.3079987,2071321.065,11811.5,10478.5,10066,11187.5,6167,5917.5,19239,17808.5
6,352.9840088,105479.6727,14894.5,14330.5,14076.5,19961.5,10665.5,8703.5,18318,17288.5
19.8,16.47900009,915861.0254,13831,12693,11808,12394,8761.5,8334,17722,16773
9.2,347.375,948924.5113,10232,9195.5,8731,17799.5,12015,9118,20113.5,18502.5
13,292.2200012,892666.9778,15665,14349.5,14174,15282,7977,7826.5,18589.5,17801
5,623.9849854,254513.4898,16808.5,15405,15160,21216,10245.5,10423,17277,16130
9,309.5350037,203491.6916,10112,9339,8223,8225,6414,6132,19305,17998
7,416.3139954,1333422.38,10401,9596,9217,9873,6868,6783,18808,17748
19.8,409.3590088,10162463.11,14331,13332,13650,15239,6895,6810,17284,16946
12.8016,367.1812744,288817.6172,16433.5,15465.5,16509.5,15791,7135.5,7229.5,13251,12995
11,397.7160034,529703.2517,14178,13251.5,13059.5,19185.5,10428.5,8048.5,14396,14296.5
6,210.7528229,222103.0719,9904,8935,7956,9891,6523,6728,17271,16354
16.764,410.5780029,1233275.751,13070,12055.5,11910,13246,6861,6821,15690.5,14666.5
10,444.9137573,742131.5358,11383,10555,9887,12853,6764,6380,21471,19686
2.958,248.4893951,203275.6344,9842.5,9002,8511,13009.5,9795.5,7668,21113.5,19774
2,261.256012,136128.7565,9307.5,8593,7881,8674,7259,7159,19717.5,18304
11.6,310.0329895,1417836.461,9645,8694,7732,8183,6066,5851,21105,19674
2,406.8599854,40219.80083,13206,12736,12872,13905,7120,6829,19930,17499
9.1,417.8890076,1021583.234,12277,11573.5,11520.5,12543.5,7646,7612,16914,16246.5
13.716,420.2770081,822539.8585,12882,11635,11904.5,13091,7738,7842,16236,15482.5
10.7,457.7090149,1627513.634,11698,10739,10977,12886,8751,8025,13862,13749
11,323.4079895,959941574.6,9942.5,9177.5,8620,15237,9739.5,7550.5,20234.5,18627
12.192,427.6119995,812052.2433,12611,11704,11901.5,12939.5,7327,7504,16245,15548.5
3.6,575.6959839,420767.3024,13083,12055.5,12491.5,13646.5,7534,7482,14122.5,13847.5
9.144,413.5789795,216689.81,11128,10326.5,10360.5,11286,6650.5,6587.5,17193.5,16347
1,753.0142822,41506.60394,16084,15481,15829.5,18108,8631,8377.5,17103.5,16482.5
10.668,72.34899902,33532.63644,12779,11988,12112,14561,8085,7667,18407,17477
2.3,1.419999957,257602.9652,10026.5,9022.5,8203.5,8392.5,6060,5961,0,0
6.4,401.5746765,33454.24364,15369,14590,15704,16846,8295,8001,16724,16083
27.4,502.4889832,2058086.754,10140,9277,8394,14711,8500,6987,13992,13976
4.6,509.9609985,199507.001,13262,12926.5,12415,16793.5,9664,8729.5,16769,16349
2.1,556.940979,387577.0985,14624,13218,12862,18764,10669,8922,17727,17080
15.5,522.940979,2323830.103,13215,11909,11739.5,11923.5,7707,7446.5,18185,17388.5
19,619.9320068,106316.771,12465.5,11145.5,10467.5,13128,7344.5,6649.5,17683.5,17047
4,294.8499756,459718.9319,11412,10679,10928,12376,6961,6910,17288,16033
5.2,403.7590027,654152.2378,12004.5,10860,10197,11920,7100.5,6871,17757.5,16727.5
5.5,282.0620117,131240.3932,11938,10069,9487,11005,6910,7092,15817,15363
4,369.6060181,684457.9811,15950,14877,15930,16738,7190,7104,15617,14973
39.0144,411.7419128,130367.7784,14814,14062,14857,15799,7379,7362,18026,17140
2,382.42099,602634.2594,11292,10304,10067,10310,6881,6764,16901.5,16192
8.2296,273.1540833,54440.99009,10395,9589,9655,10901,6881,6530,19577,18587
3.1,324.1879883,1016849.78,11910,10987,10331,9800,6442,6160,18208,17452
3.05,308.809967,1013637.734,10041,8843.5,8381,7928.5,6159,5983.5,21116.5,19793.5
6,409.8699951,593877.5175,12596.5,11354,10703,12848,6515,6440.5,17991,16822
7.6,439.9200745,7117706.598,16736,15752,16747,17241,6177,6246,18317,17168
2,529.3079834,1049038.011,13164.5,12094,12425.5,13109,7485.5,7408.5,14386,14241.5
10.2,274.7984619,129856.314,9712,8767,7786,10447,7305,6298,16074,15551
12.3,216.1000061,1016457.513,9681,8696,7750,7627,5730,5612,22516,20266
15.5,276.7860107,508116.8635,17111,16569,16012,13199,7321,7327,17761,16538
11.5,380.8905029,179957.6806,17993,16825.5,17130,18867.5,7452,7088,19433,17969
11,422.8721619,50062.30433,14378,13057,13006,15051,7880,7746,17546,16867
2,0.689999998,24071.17894,12419.5,11516.5,11427,11103,7926,7397,18892,17602.5
9.5,326.5360107,674521.0613,11274.5,10334.5,10132.5,16655,13867.5,10115.5,20410.5,19329.5
16,444.2359924,270697.9065,9995.5,8614,7927.5,8994.5,5976.5,5676,19102,18194.5
3.7,467.4628296,30900.26683,11980,11012,11310,12165,7496,7364,14157,14136
23.5,418.3479919,357851.1223,15036.5,14239.5,14698,16314,8492,8345,13977,13900
11,674.9831543,62963.33283,20379,18884,19491,22926,8697,8354,16404,15986
7,382.7141113,71886.89454,16236,15400,15576,16637,8150,7971,16679,16232
16.8,112.3119965,207703137.4,11801,10808,10609,11060,7470,7561,17845,16798
12,284.7539978,377110.1621,10302,9250,8605,9854,6877,6497,20696,19310
6,419.0979919,826941.4098,14765,14222,15232,14938,7226,7203,16459,15588
26,394.9100037,610594.2366,10732,9745,9843,10706,6719,6788,13512,13439
1,418.7619934,230446.94,10423,9270,8650,9955,6567,6745,18501,17562
20,423.9259949,615105.1344,12218,11098,10731,12350,7120,6911,17973,17086
13,382.401001,2081435.541,16653,15317,16184,17549,8367,7807,13922,13785
22.2504,418.9519653,804802.7876,12170,11099,11269,11851,7054,6931,12260,12390
1,371.6999817,871714.0447,10080,9401,8566,8702,7226,6755,20037,18923
11,358.3095703,482883248.9,15962,14696,15345,16037,6995,7182,13882,13799
12.192,413.2890015,234639.86,11311.5,10484.5,10721.5,11967.5,7576.5,7467,16261.5,15493
6.096,391.0669861,612578.3624,12269.5,10933.5,10918.5,12320.5,7954.5,7548,13598.5,13618
7.4,244.107193,54861.83147,9406,8496.5,7618.5,10090.5,7539,6436,22819.5,20549
10.5,307.2630005,83477.92569,9470,8461,7787,7678,6943,6413,21829,20250
18.3,510.0610046,137666.8898,12882,11893,11920,14275,7923,7486,18264,17269
56.2,179.5769958,20893247.49,9659,8766,8487,8172,5834,5759,19008,17777
3.048,6.460000038,308595.0682,10980,9893,9198,9382,6905,6643,16383,13897
9.1,476.6665955,361273.9897,12167,11129,11191,11931,7768,7474,16772,16326
2,262.3095703,806949.9871,14493,12843,12886,14094,7580,7505,17524,16606
13.7,422.6560059,421936.7287,13985.5,12601.5,12652,13685.5,7440,7157.5,15938,15268
2,303.3789978,264059.8245,10644,9281,8311,10046,6790,6451,20974,19629
19.812,419.627594,1674703.851,10813.5,9933.5,10082.5,11889.5,7323,6888.5,16847,16042
3,396.1829834,2115285.905,12149,10905,10747,11923,7822,7674,16582,15625
7.62,378.7259827,1029387.232,12537,10430,10529,11768,7169,6767,15601,15146
6,296.3639832,55856.9726,13172.5,12087,11922.5,13574.5,7765.5,7513,17965,17062
5,292.9751892,150020.184,11616,10939.5,10635.5,12204,7162,7286,18362.5,17602
9.2,270.9258423,172109.1761,10845.5,9894,9919.5,16172,12679,9214,19364.5,17959
18.288,489.0543213,491713.9688,16297,15318,16294,16979,7083,7192,17844,17049
13.2,242.9299927,437109.1633,10240.5,9539.5,9069,8433,6644,6452.5,20857,19721.5
5.5,55.81300354,328906.7714,9498.5,8722,8478.5,15938,12381,10013.5,19787,18627
8,475.6699829,276202.1934,12674,11345.5,10663.5,12929.5,7493.5,6444,18643.5,17598
5.8,500.8841248,62729.01557,10462,9712,9006,11719,7937,7265,18959,18317
52.3,350.3649902,19092475.97,10333,9290,8921,17689,10347,7856,17664,16860
3.4,397.0140076,224505.4338,14201,13439,14171,15387,7475,7638,15654,15297
9,218.7159882,240806.4761,12050.5,11022.5,10857.5,11957.5,6415.5,6124,18526.5,17727
14,465.7067566,66161.16444,15984,15002.5,14792,14051.5,7993.5,7626.5,18254,17533
4,316.2389832,416814.4998,11848.5,10944.5,10716.5,11120.5,7085,6665.5,19057,18156
27,405.0340271,1974987.794,15526.5,14413.5,14378.5,16537,7151.5,7304,14115.5,14069.5
22.6,375.1099854,980418.5787,14962.5,13830.5,13229,16267.5,7494.5,7753,14815,14387.5
9.4,461.7489929,49943.13543,13610,12373,12701,12920,7173,7189,17710,17082
12.2,391.2799988,365870.9002,13742,12769,13555,15654,7532,7179,14096,13911
10.7,418.3990173,1034961.826,12824,11767.5,11082,13347,7618.5,7315,17389.5,16254.5
5.4864,364.4497681,1519267.39,15404,14196,13611,15336,7337,7276,13119,13151
1.83,367.1809692,240362.4306,11112.5,10066,9796.5,10737.5,6935,7006,16434,15467
2,272.8500061,534729.0423,12024.5,10454,10106.5,12824.5,7098,7275.5,17627,16647.5
3,265.2400208,300045.1993,10960,9774.5,9123,10920,6945.5,7090.5,18798,17388.5
10.4,277.7340088,165301.7996,14490,12769,12712,12733,7065,6996,18213,17317
1.503,436.0049744,785887.5447,12038,10911,10450,10840.5,5904,5847,18493,17753
11,400.0499878,803924.9342,13371,12125,10989,14638,7058,7138,17987,17175
29,414.4990234,1112458.811,9649.5,8313.5,7517.5,7897,6367.5,6001.5,18185,17209.5
18.288,417.3094482,208855.3014,12647,11423,10945,14465,8015,7824,17131,16133
9.144,402.9039917,1113016.802,15354,14217,14702,17531,7928,8091,16321,15970
3.981,366.7269897,122234.8326,15219,14504.5,15490.5,16896,7473.5,7294.5,15595.5,14920.5
13.716,408.7420044,291634.264,12643.5,11388.5,11096.5,12060.5,7137.5,6769,15857,15202.5
17.8,256.1319885,1153746.32,9678,8725,8512,9303,6403,5797,22599,21083
4.2,76.65000153,55799.49691,9109,7819,7232,7943,5494,5387,22249,20358
11,674.9110107,136816.2507,16893.5,15544.5,15615,15132.5,6861.5,6792,18132,17200.5
6.5,136.3180084,429429.8493,14482.5,13404,13131.5,16683,10130,7827,17528,16701
10,606.9849854,193406.1974,18493,17587,17786,19416,8983,9265,17117,16720
9.1,537.9569702,81466.04694,18631,17621,17906,19525,9589,9827,17968,17352
4.7,291.7919922,174490.9223,13229,12185.5,11878.5,13163.5,7312,7103.5,16552.5,16084
2,418.8117065,941434.7358,12823,11738,11497.5,13371,6854,6715.5,17578,16701.5
7,380.2779846,168213.6348,16253,15357,15445,15818,6890,6824,14661,14069
3,387.3000183,1220712.323,14322,13466,13957,15031,6837,6872,14398,14055
17.6784,418.7792969,84074.58372,11964,11221,10718,12697,7204,7488,19771,17811
2,434.596344,716728.9331,13295,12402,11998,14375,6932,6981.5,16831,15516.5
16.764,402.2290039,1492839.373,9493,8844.5,8160.5,15769,8810,6929.5,17771.5,16795.5
6.5,224.6187134,30956.87054,10654,9044,9013,10012,6513,6246,20503,18978
2.4,345.9799805,495908.4475,9539.5,8409.5,7711.5,7413,6501.5,6374,21088.5,19710
14.5,157.7879944,361647.1138,9384,8219.5,7232.5,7578.5,5759,5414,22395,20834
3,401.937561,507653.8197,13285,12489,12324.5,14191.5,6547.5,6371,19544.5,18430
6.096,423.3730164,54553.20549,12558.5,12025,11716,14533,7930.5,7929.5,14614,14012
6.1,893.5680542,16500.301,15050,13804,13932,17862,8207,7051,15258,15063
18.5928,76.31199646,50542.53965,13160,11954,11080,13435,5677,5738,18772,17761
2.1,376.4022217,30791.26198,13909,13281,13703,15695,6955,6507,17392,16734
3,8.720000267,111851.8137,8825,7424,6664,6666,5671,5619,21164,19860
2,3.49000001,67098.4091,13703.5,12877.5,12564.5,16735.5,11880.5,9986,18352.5,17342.5
4,520.4216309,43382.80013,10464,9312,9061,20697,12644,8478,19228,18359
4.572,505.2619934,228682.995,13305.5,12258,12297,13476,6667,6577.5,15654,14962.5
6.1,422.2649841,2167105.342,12899.5,11553.5,11652.5,12003.5,7202.5,6976.5,17400.5,16213.5
7,249.5059204,75383.81325,15873,14231,14540,14569,6458,6153,18448,17745
2,187.8639984,229371.1101,11175,10861,10392,16973,10030,7610,19374.5,18126
12,290.2909851,128163.284,13268,12320,12555,11428,6799,7051,17685,16698
14.5,396.4710083,2241924.526,16196,15023,15569,14944,7306,7461,15508,14788
1.7,306.3849792,160566.0997,13947.5,13366.5,13209,14331.5,7121.5,7068.5,0,0
16.8,402.4961243,2820245.375,10792.5,9777.5,9749.5,11276,6487,6410.5,17449.5,16478
10.1,367.7909851,398282.5469,13762,13002.5,13552.5,13261.5,7293,7435,15083.5,14711.5
21.3,400.1260071,539141.5676,12486.5,11401.5,10573,12992,6820,6900.5,15916,15054
15.5,408.9996338,2058773.878,14544,13573,13204,16577,7243,7071,17825,16803
10,400.7700195,128796.9323,14066,13087.5,13531,15125,8089.5,8242.5,14064,13976
16,433.6999817,132858.8867,14321,13184,13757,16200,7800,7834,15398,15089
3,275.8447876,100270.8218,13876.5,12866,13060.5,17481.5,10962.5,8224.5,18151.5,17049
2,395.8309937,1199538.513,11192,10130,9953,11249,6667,6656,16458,15374
5.5,248.521637,79676.4941,11171,10412.5,9511,11376.5,7069.5,7208,17706,16526
3,280.1451111,53748.5125,11714.5,10630,10332.5,11256,7304.5,7104,18350,17442.5
2,296.6640015,34947.27474,13528,12410.5,12251,14089,7231.5,7306,17247.5,16826.5
8.5344,271.9349976,144948.8406,13769.5,12785.5,13188,14086,7793.5,7670.5,17816.5,16503
4.4,406.8720703,35170.9933,16245,15428,15463.5,14850.5,7121,7178.5,18244,17357.5
7.3,406.6351624,531297.0051,9904,8759,7668,8087,6370,5993,17824,17030
6.096,412.9750061,383624.798,12768.5,11611,11890,12818,8124,7822,16524.5,15493
10.8,270.0599976,66663.35991,9933.5,8671,7732,7972,5979.5,5587,21547.5,20002.5
6.2,235.6009979,53708.11803,9600.5,8910.5,8128.5,9103.5,7071.5,6206,21537.5,19894.5
23.1,224.0020599,580204.2773,9520,8647,7372,6997,5794,5602,21789,20276
4.9,361.0159912,47419.47038,12776,11666,11619,12690,7330,6705,16692,15768
4.7,297.0870056,82381.17956,14739,13397,13724,17546,6722,6641,17118,16379
6.7,198.9799957,61656.56706,9962,8578.5,8157,8940.5,6027,5673.5,18168,17136.5
7.9,17.42000008,221446.6133,8595,7209,6416,6332,5545,5395,20873,18279
1.5,281.2070007,106174.0775,17699.5,16600,16776,20856,10585.5,8744,19741,18165
15,232.4199982,472147.9904,14295,12983.5,13343.5,16640,11557.5,8906.5,20511,19302.5
2,166.8370056,150372.5211,9705.5,8452.5,7381.5,9034,6062,5713,13897.5,13540.5
53,209.5480042,42606677.06,13611,12751,12961,13850,7554,7427,18306,17186
6,497.928009,344003.403,16135.5,14819,15187.5,15825,8462.5,8099,18761,17761
7,441.8370056,576401.1263,18124,17796,17902,20795,9070,9165,17318,16187
5,474.9289856,107575.1612,13439,12515,12893,15135,7847,7526,17587,16832
20.1,378.460022,840611.6434,16625,15693,16283,17533,7584,7714,14955,14646
1,404.2295227,581546.6435,11148,10073.5,9804,10814.5,7276.5,6883,19040.5,17723.5
10,394.0100098,1355746.447,13002.5,12000,11750,14073.5,6488.5,6535,18462,17400.5
4.2672,297.2680054,218558.5856,11623,11073.5,11104.5,11609,6498,6441,18128,17240
6.4008,375.6990051,822004.9057,10418.5,9486.5,8984.5,9126,6774.5,6671,17771,16882.5
16,400.0499878,171118.1545,14668,12943,12819,17490,7460,7403,18140,17294
9.144,419.3990173,386292.0574,10229,9110,9067.5,9392.5,6120,5761.5,16103.5,15409
2,386.6929932,122404.6568,19817,19130,18941,17140,7886,7850,18320,17322
9.7536,395.2739868,556783.0414,12393.5,11511,11780.5,12596,7287,6909,16565,15931.5
8.5,435.7999878,252705.6461,16676.5,15665.5,16379.5,17439.5,8209,8228,17659.5,16881.5
1.2,406.8929443,380169.8169,14225,13047,13204,16605,7874,7949,17173,16076
8.8392,405.0400085,560210.3957,13719,12721.5,13108,14205.5,7184.5,6716,14360.5,14223.5
12,363.1749878,444785.5863,12541,11293,11205,12537,6865,6983,16407,15769
9.144,429.7709961,232193.6155,14338.5,13360.5,13997,15673,8404.5,8400.5,14606.5,14409.5
2,257.1512146,40402.38232,11411.5,10517.5,9792.5,11185,7236.5,7310.5,18655.5,17870.5
11.6,371.9522095,409019.0345,10218.5,9696,8842,17637,10924,8030,17166.5,16163.5
2,296.3339844,126224.3445,12918,12494,11570,11745,6872,6650,18571,17199
20,384.7166138,1246564.175,15647.5,14466,14432.5,15974.5,6355.5,6174,19815,18624.5
10,413.6305237,426352.4825,14966,13332.5,13606,13856.5,6357.5,6208,19718.5,18603.5
28,418.6644592,455984.461,14823,13230,13186,16770,7131,7366,17474,16652
41.1,505.8800049,484153.6143,13126.5,11924,12256,13174,8022,8050,4863.5,5107.5
9.144,404.1889954,326105.9699,12211.5,11092.5,11192.5,12382.5,7217,7143,16252,15106
6.2,304.5119934,213311.9411,10397.5,9695,9342,10148,7789.5,7273.5,21144,19893
14.2,240.6278839,68090.50488,9497,8704,8354,9263,7190,6404,21131,19622
3.4,350.7869873,126275.3179,11370,10090,9600,9541,5752,5668,18382,17318
2.4,248.5899963,100704.834,20674.5,19380,19476.5,23185.5,10599,10703,15625.5,15045
5.3,268.9670105,146383.752,14694.5,13586,12910.5,16865.5,11992.5,10286,20986.5,19534.5
1.6764,403.9749756,171294.0857,13172.5,12053,12348,13186,7321.5,7084,17435,16618.5
4,418.3479919,137521.2335,13037,12049.5,12438,13349.5,7717.5,7218,13653.5,13576
7.9,568.2849731,1002712.51,11532,10662,10761,11928,6775,6527,12086,12223
13.7,631.9849854,248091.2732,10362.5,9312,9032,16347.5,8798,7123.5,17561,16875
5.8,423.5640259,107789.1859,13476.5,12023,11780,13363.5,7329.5,7077.5,17596,16815.5
16.46,478.9519958,865437.9794,15736,15055,14980,17464,8103,8165,17273,16581
9.463,288.0740051,378909.6885,10522,9139,8741,9734,6353,6090,19857,18283
22,382.3989868,3974294.346,12367,11286,11305,15804,9991,7899,14310,14306
15.8496,405.3470154,666486.3868,16940,15975.5,16453,17088,7425,7443.5,13929.5,13943.5
7.9248,306.1849976,272498.8718,12479,11316.5,11118,11857.5,6955,6870.5,17922.5,17161
14.6,401.9260254,710692.946,13837.5,13041,12885.5,15301,7305.5,7578.5,15631,15285
8,414.0328674,1032619.642,16050,15229,15605,17287,8181,7213,17674,16798
9,400.4943848,406874.3443,15297,14030,13733,16839,7036,7267,17804,16838
16.4592,414.1889954,481053.3771,12540.5,11560,11502.5,13491,7313,7623,14757,13887
7.9248,458.0369873,266091.1184,12920,12101,12500,12936.5,7948.5,7796,14175,14042
16,273.4671021,352719.1578,10624,9955,9205,9482,7150,6795,21336,20110
6.2,118.5699997,439391.0427,12597,11955,11594,11769,6023,5799,19549,18331
3.1,322.82901,43165.74004,11748,11041,10967,13456,6597,6647,17457,16614
8.5,502.7669983,332647.7666,14213,12363,12084,15365,8291,8069,18543,17413
24.4,581.9180908,717704.8076,14995,13289,13392,15754,7065,6954,18338,17268
4.57,379.9067993,550063.2377,14733,13074,12706.5,14648.5,7950,7681.5,14407.5,14042.5
23,259.8088989,699100.0018,14474,12650.5,12879,14375.5,8126,7740,18344.5,17660
4.9,240.4689178,177801.4905,10611,10574,10194,8605,7065,6348,19400,17929
16.8,383.9499817,1813340.243,16630.5,15733,15155,17912.5,7594.5,7363,14492.5,14187.5
21,294.1790161,197521.8005,14578,13539,13257,14173,6798,6677,18601,17529
4,286.3510132,299105.1391,11791,10833.5,10279,11212,6629,6598.5,19337.5,18419
9.1,400.1690063,3861338.777,13897,12995,13356,15113,7618,7351,16576,16099
9.4,376.3089905,3315276.191,14580,13750,14314,15409,7419,7396,16124,15559
26.8224,382.4039917,1181752.633,17162,16318,16675,17342,7210,7331,14177,14007
16.764,451.0799866,809049.9033,13351,12478,12912,15201,8792,7265,15107,14991
13.4,412.2969971,1173800.796,12814,11807,11455,12653.5,6991.5,6817,17562.5,16221.5
2,272.8610229,253290.9695,15327,14210,14647,15720,7739,7260,16593,15666
9.2,238.1152191,139437.0139,10634,10080,9899,9985,7042,6877,21223,20016
16.9,234.5500031,145586.6697,9257,8048,7050,6976,5717,5523,22661,20953
56.0832,421.427002,1753783.183,13149,12090,12710,14225,7606,7646,14393,14158
5.1816,420.2939758,443361.1433,9940,9122.5,8796.5,15414.5,9966.5,7550,16761.5,15778.5
9.4488,408.0339966,1496765.841,11003,10026,9636,13519,8485,7725,15653,15093
9.1,28.32159615,106848.8429,14247,13267.5,13371.5,12824.5,7244,6890.5,18228,17197
4,592.9185791,100672.6122,19800,18578,18512,18993,9825,8837,18097,17298
1.2,504.8519897,116741.4531,16315.5,15325.5,15556.5,18193,9853,7923.5,16060.5,15668
8.8,444.2839966,468143.6529,11967,10587,9839,12356,8919,7959,19109,18075
18.3,256.2139893,586828.7178,14093,13189,13356,13772.5,7074,6807.5,19191.5,18094
15,467.9349976,8704712.031,16268,15753,17123,19280,9802,9662,17458,16665
2,249.654007,106286.3874,9876.5,8543.5,8239,9532.5,7085.5,6690.5,20274,19064
9,272.5540161,31745.50263,12847,12176,12568,11443,8190,7845,17326,16774
10.1,439.1849976,1171613.908,15549,14282,14844,16279,7776,7312,15229,15407
15,366.571991,369182.2492,15620,13777,13718,16333,7171,7232,14417,13863
2,364.4339905,763577.2054,12221,11361,10793.5,12761,7276,7176,16227,15508
8.2,327.3789978,704945.9691,9175,8612,7581,7245.5,6301.5,5935,18791.5,17833
8,442.8057861,445497.4961,14927,13218,13292,17691,7160,6904,15649,15149
9,445.3804626,856969.7991,14475,12709,12993,15093,6431,6489,18971,17792
32.004,415.4750977,4086821.925,11534,10717,10839.5,12812,7230.5,6934,19931.5,18822.5
2.7432,67.50076294,22332.41712,10353.5,9203,8958.5,11607,7560,7221.5,20539,19273
10.9728,97.06300354,30050.48922,13194,12105.5,11956.5,15155.5,6212,6167.5,18418.5,17389.5
7,75.12200165,255663.6359,13734,13280,13084,19595,12169,10474,19053,18094
4.6,395.1499939,141726.0082,13604,12776,13064,14175,7119,6868,15918,15295
3.01,424.1110229,11086015.59,13686.5,12770,13171,14099.5,6967,7028.5,16730,15787
3,369.4119873,267877.3476,15574.5,14650.5,15474,16791.5,8401,7740.5,18243,17537
13,380.5910034,126389.2876,14332,13925.5,14206,13859.5,7093,6863.5,17895.5,17069
9.144,270.0406189,770451.2964,15453,14572.5,14610,17359,9176,8649,18009.5,17283
6,480.9490051,474397.0486,17977,16475,17212,18550,10068,9392,16568,16164
5.5,397.7104187,238963.4232,12554.5,11602,11812,12670.5,7187.5,7113.5,15856.5,15225.5
19.2,363.8070068,612859.4891,13400,12562.5,12994.5,14020.5,7082,6918,14925.5,14696.5
2,314.3529968,822709.5538,13033,11984,12596,13996,6745,6842,15221,14643
4,271.9349976,208136.4382,12702,11935,10896,14773,6889,7057,17933,17262
