maxdepth,elevation_m,lake_area_m2,B2,B3,B4,B5,B6,B7,B10,B11
13.1064,486.1900024,390267.3977,16612,15118,15485,16008,7455,7153,15259,14800
5.1816,321.8859863,192792.2413,14368.5,12784,12935,13139,7606,7469,21027,18997.5
9.1,316.4140015,498617.2683,10100.5,9238.5,8776.5,8782.5,6441.5,6365,20428,19267.5
17.4,277.8739929,480115.8519,13121.5,11701.5,11437.5,12534.5,8337,7711.5,21806,19757
4.3,405.3260193,736070.598,12753,11710.5,11433.5,12993,7364,7504.5,16733,15548.5
11.3,294.1679993,12418387.75,11482.5,10742.5,10635,11882.5,6525,6205.5,16547,15315
6.7056,259.8970032,420885.5263,11355,10414,10457,17051,13332,11519,22498,20439
13.716,302.3049927,1866221.478,11815,12113,11103,13744,7293,7167,17064,16485
13.1,360.9179993,237060.0069,14366.5,12777.5,13116.5,14794.5,7342.5,7314,15960,15480.5
6.7,238.2670135,7255905.669,18142,17047,17404,19154,12286,10289,19719,18800
8.2,364.7389832,917681.7458,12250.5,10898,10659.5,12918.5,6510.5,6597.5,16102.5,15352
3.6576,489.0720215,601744.0999,16893.5,16308.5,17070,17258.5,6962,6961,17980,17145
7.4,247.8910065,147030.3005,10143,9358,8088,14705,8658,7084,21049,19616
2.4,12.51900005,48872.97071,10868,9586,8753,12361,7755,7021,21114,19369
14.6304,276.9354858,1059736.809,15336.5,14790,15228,16367,8886.5,7901.5,19595,18592
9.144,502.9020081,351567.838,15386,14155,14450,15437,7469,7550,17361,16905
4.572,263.9309998,1193292.719,11664.5,10735,10070,13010,6950.5,6613,18953.5,17851
6.1,390.6699829,1170348.775,15524.5,14824,14590.5,16607,7964.5,7789.5,14782.5,14005
11,416.9770203,1219764.328,10942.5,10145,10310.5,10784,6895,6495,17138.5,16351
18.3,270.5270081,222802.9827,13848.5,13245,13289.5,15533,8908.5,8247.5,19990,18531
12,370.8167114,1393938.373,15785,14457,14104,16271,7801,7827,15355,14241
3.048,244.2506714,803731.7529,9882,9395,8527,14333,9394,7466,18062,17328
7,406.1839905,1508996.26,12874.5,11773.5,10960,13047,7894.5,7567,17295,16401
9.1,278.480011,2545758.505,10266,9234.5,7949.5,8339.5,6055,5785.5,22260,20147.5
1.3,20.09984779,23437.51877,12955,12266,12659,18045,12523,10690,19357,17915
13.4112,326.7129517,104481.2461,15507.5,14981,15763.5,18611.5,7048,7224.5,17927,17007
9.7536,245.8816071,1225798.732,15118.5,13989,14277.5,12136,7774,6927,19031,17725
23.8,283.0133667,407834.2993,12681,11596.5,11447.5,10344.5,6758.5,6370,18896.5,17736.5
5.1816,488.3139648,371111.0119,13558,12466,12822,15575,8679,7833,17590,16681
30.5,228.5770264,20685369.65,10188,9153,8193,8876,6414,5927,22152,20632
2.1,329.5759888,1602932.75,10450,9365.5,8729.5,10345,6612,6300.5,19274,18316
5.7912,497.7529907,611702.2321,15591,13806,14048,16241,7739,7629,14316,14189
5.4864,496.2020264,209362.2728,16392,15619,14986,16141,7388,7592,14682,14457
16.5,265.177002,2033168.859,12754,12145.5,11593.5,12181,9453,8166.5,21443.5,19686.5
7,306.4410095,547827.1272,12373,11428.5,10729,12236.5,6683.5,6772.5,15945,15360
6.4,152.539505,10980.72572,9323,7854,7393,7602,6478,6082,17983,17183
9.4488,285.417572,2808094.106,11138,10255.5,9490.5,16748.5,11766.5,9123,18789,17730.5
15.24,227.397995,673699.0592,10763.5,9887,9704.5,13078.5,8193,7981,20338,19056
13.7,363.5084229,3548715.454,11126.5,10332,9994,11718.5,6831.5,6546.5,16774,15990
9.1,415.9710083,72071.98236,12496.5,11396.5,11780.5,15184.5,9205.5,8350.5,15071,14589
15.24,280.1499939,473786.0993,14277,13043.5,13181,15359,7033,7199,17168.5,16238.5
16.8,397.178009,642376.5605,15127,14234,14400,16238,7188,7281.5,14243,14203.5
1.2192,533.1921997,124546.8943,16971,15358,15110.5,18015,11067,10506,15296,14741
10.7,380.5910034,249766.6583,14234,13124.5,13614,14529,7847,7328.5,17586.5,16957
11.9,293.75,285816.0283,11850.5,10872.5,10520.5,13502,8532.5,7472.5,21584,19677
18.3,354.507019,883190.0043,12318,11056,11122,14419,7364,7282,14050,14013
10,200.5004883,637405.7444,10735,9559,9530,18149,12400,9895,20826,18475
19.2,249.7154999,1124806.322,10692,9369.5,8349.5,9985.5,7100.5,6756,22133,20333
10.9728,433.125,796390.2273,16546,14875,15405,16715,8103,8062,16903,16323
1.9,18.51499939,51445.14927,11019,9844,8815,11453,7641,6430,19916,18875
12,363.5069885,5195192.759,17339,16191,15897,15826,6787,6916,15267,14752
8.8,232.6790009,3090521.929,11738,10618.5,10131,10936,7477.5,6990,20808,19172.5
18.3,297.2510071,671870.2117,12571,12128,11825,11076,6699,6873,17852,17134
13.7,254.0250397,1269208.588,10357.5,9433,8170,14282.5,7889,6288,23816.5,21494.5
2.4384,453.8904724,108036.5948,15528,14916,15900,12338,7555,7448,11911,11882
20.2,415.101593,5176657.08,12300,11670,10875,11786,7109,6878,17883,17098
8.5344,277.8560181,312414.4174,21583,20078,19671,15074,8748,9005,18681,17792
8.2,217.7790527,72825.81251,9367.5,8573,7715,7004.5,5770,5546,23431.5,21351.5
4.2,95.98417664,31057.71391,10229,9174.5,7995.5,10823.5,6263.5,5745,22775,20725.5
15.2,414.4790039,854649.0531,11366,10447,10501.5,11616.5,7194.5,7245,16707,15807
2.4384,793.0050049,88961.59886,17975,16844,17933,20115,9770,8919,15627,15346
3.51,437.2479858,2100239.376,10960,9962,9115,9228,5722,5574,18602,17760
21.9456,368.4119873,378502.5611,15302,14261.5,14693,15695,7438,7217,17714.5,17069
1.7,214.6371155,46116.43126,10623.5,9834,9271,15872,10400.5,8253,19224,18191.5
25,258.5559998,1377203.07,10520,9688,9641,10628.5,6336,6351,20028,18636
3.3528,288.026001,132676.4248,13863,12747,13261,14294,7357,7113,17017,16237
4.2672,375.8460083,157861.5826,10741,9107.5,8363,9095.5,6764,6639,13090.5,13081
25.9,436.7130127,1024274.388,12650,11786.5,11531,13365.5,7415,7144.5,14686,14674.5
12.192,277.2799988,1606086.221,13289,12386,12522,13502,7910,7619,18530,17862
24.384,293.3869934,1572121.358,10657,9530,9072.5,10206.5,6018,5887.5,20736,19282.5
11.8872,395.8300171,503795.3195,14641.5,13541,14003.5,14421.5,7997,7815.5,18877.5,17753
11.8872,241.5800018,372729.4772,16009,14853,15285,15379,7538.5,7156.5,19448.5,18251
10.7,304.5320129,5409176.218,9422.5,8715,7767.5,7890,6644,6658.5,20765.5,19464
31.7,367.7909851,34082381.97,13176,12133.5,11795,12413,7053,7243,15609,15115
10.1,380.4719849,646127.5328,14680,12702,12526,12367,6249,6292,18803,17590
1.9,15.43400002,163567.7792,9242,8131,7043,10458,7189,5985,22092,20516
18.3,281.1519775,885930.292,18714,17468,18200,17004,8274,7907,15710,15243
16.2,158.0331116,63953.39937,9057.5,8239.5,7550,15547.5,9811,7128.5,19150.5,18283
27.4,413.8720093,4216466.481,13154.5,12024,12351.5,13600.5,7205,7369,14659.5,14352.5
6.1,157.1152954,30234.13966,9479,8716,8499,8984,6445,6119,18574,17087
17.4,277.776001,1257644.812,18746,17591,17940,15861,7300,7386,15892,15077
1.1,4.444550514,97430.98888,8587,7306,6841,6617,5696,5442,21099,19768
6.7056,279.1419373,162988.9145,12830,11972,11732,10587,6426,5861,18353,17883
9.4488,266.2640076,943194.5911,14749.5,13863.5,13985,12206.5,7425,7167,18548.5,17701.5
9.4488,488.3139648,437758.5207,11153,10427,10564,18607,10419,7825,17543,16899
7.3,364.6686096,123917.4441,13874.5,13017,13565,14249,7342.5,7194.5,13999.5,13729
22.9,367.7909851,10438412.45,13019,11296,10841,13454.5,6960,7136.5,15664,15007
14.94,454.4370117,2903671.077,11478,10908,10623,12113,7477,7255,12963,13036
12.2,292.7330627,710413.8399,17569,16691,17056,17454,9174,7431,14852,14865
18.3,397.3704224,6389838.489,15566,14357,14022,16407,7621,7631,16253,15189
20.1,349.7649841,412081.6433,10666.5,9945.5,9814,11248,6919.5,7016,16348.5,15704.5
10.668,315.4819946,398587.9126,17977.5,17054,17851.5,19057.5,7058,7100,17409,16601.5
1.5,106.4275589,40207.89237,10086,8985,7976,12319,7720,6263,20988,19080
13.7,420.5600281,5083424.162,16159,15012,15678.5,16239.5,7422,7538.5,15452.5,15093
2,10.38943958,46659.12833,11771,10432,10038,13403,7439,6482,19334,18257
4.6,153.7689972,172359.4636,10420,9123,8143,9298,6900,6075,16941,16097
9.144,293.0680237,2716629.233,10165,9233,9057,14863,9852,7721,19431,18330
10.1,143.1860046,5539097.098,9543.5,8882,8001,7019.5,5978,5714.5,19751,18679.5
16.4592,461.7649841,955824.4323,14251,13339,13739,15750,7917,7660,17449.5,16784.5
23.8,406.8999939,8360292.487,14815,13960,13899,15521,6996,6697,18622,17854
8.2296,365.4620056,92209.55346,15383,15771,16088,17379,8244,8152,14918,14624
10,180.7261505,19609.36378,11493,10218.5,9703.5,11814.5,7729,7468,20340,18966
7,219.0809937,285308.125,9283,8442.5,7130.5,14980,9263.5,7157,23753,21958.5
6.096,477.6159973,654810.4224,17582,16497,16600,18986,8008,7641,17224,16870
15.2,397.178009,437755.4808,14236,13034.5,12822,14771,7451,7406,14262.5,14213
1,290.139801,3457064.839,12914,12965,13708,22072,12659,10086,21648,20379
1.1,21.23200035,77528.0218,9615,8985,8535,14904,12466,9493,23398,21459
7.6,156.5720673,27635.58061,9637,8504,7980,17050,10873,7770,16956,16099
29.757,285.0549927,55729684.22,10065,9361,9189,11911,9711,7231,20529,19030
20.94,271.2861938,10971501.58,12967,11984,11750,19543,12520,9064,19443,18556
6.096,253.039978,511831.3287,13919.5,12913,13409.5,16624,13286,10746.5,16385,15265
15.8,292.5499878,1549995.401,12100.5,11102.5,10295.5,11841,7307.5,7340.5,21549.5,19712.5
4.6,513.723999,636128.0346,12176,11156,11172,12512,7036.5,6998,14991.5,14611
4.2672,225.7577972,700432.1878,15665,14743.5,15160,16189,8502,8345,17649,16976
17.5,391.9150085,515814.6005,12437,11270,11495,12298,7463,7570.5,15295.5,14725.5
9,357.4159851,6281422.214,10952.5,9707.5,8948,9436,6551.5,6498.5,17030.5,16304
6.5,351.1950073,895140.7283,9993.5,9846.5,9350.5,9564,6417,6110.5,18503.5,17645.5
29.3,437.3469849,2358969.669,16005,15028,15305,16245,8224,8091,16394,15150
13.4112,278.1529846,394321.8205,11601,10844,10661,18088.5,12464,9063.5,22545.5,20877.5
18.9,412.2969971,4220085.608,16443.5,15743,16102,16477,7289.5,6998,16021,15324
9.4488,265.1059875,25814.24321,9260,7934,7394,7899,6858.5,6883,20214.5,18914
6.096,484.9530029,2181178.084,15461,14413,14538,15610,7381,7478,17288,16789
16.4592,271.3240967,435003.2604,11850,10926,10307,15850,11266,8494,20488,18005
18,271.5599976,530738.2049,13434,12513.5,12502.5,14853,7192.5,6895.5,21964.5,20008.5
6.4,234.8200073,463967.4111,11346.5,9833,9123,10886,7179.5,6938,19307.5,17958
10.4,284.1390076,372889.6249,12267,11199,10394,11757,6754,6871,17859,17193
13.69,249.5885162,534051.8777,14164.5,13110.5,12550,11484.5,6296,6283,18847,17246.5
10.9728,484.0279846,806383.5795,16423,15831,16615,16813,7865,7633,17708,17025
5.1816,265.7230225,91026.38369,15163,14716,14262,17114,7179,7215,17291,15832
8.8,459.6997681,6785518.286,10195,9176,8901,9630,6767,6976,19600,18528
12.192,516.4000244,106198.7324,12407.5,11673,12331,13523,7172.5,6580,19024,18137.5
2.7432,274.9129944,212740.3708,9406,8845,8413,14075,9850,7890,19887,18909
9.7536,324.6292419,60991.70589,14588.5,14114.5,14983.5,16509,7426,7446.5,17646,16860.5
24.384,418.4730225,6913876.387,13022,12004.5,12284,13041,7410,7536.5,15390.5,14440
4.572,265.9120178,1172750.355,12292,11461,11961,15620,11630,10715,13104,13076
7.6,446.7609863,385669.0726,12860,11896,12085,12872,7281,7147,11011,11238
9.7536,494.1312256,73268.83546,13253,11921.5,12192.5,13192.5,7443.5,7317,18590.5,17723.5
27.4,412.0039978,4319228.682,11828,10457,9661,11891,6773,6688,18047,16939
10.7,224.9831543,75793.93792,15856,15193,14841,17153,7401,7295,21281,17976
5.8,415.960022,540737.6569,17341,16138,16878,17569,8352,7829,12928,12397
25.2984,275.0332336,816248.3811,11871,11063,10735,10957,7025,6461,21709,19897
3.8,140.4518433,153602.9776,9167,8065,7267,7283,5830,5511,18076,17212
12.4968,177.4100037,1119171.737,11764.5,10482,9953.5,12203.5,8571.5,8263.5,21430,19568.5
18.288,500.1839905,687885.1255,16438.5,15591,16241,17145.5,7009.5,7070.5,18283,17419
12.2,266.7530212,834317.5463,12768,11954,12082.5,11911.5,6659,6615,18631.5,17588.5
17.0688,256.2109985,752390.5342,13875,12374,11734,12267,7027.5,7062,19895.5,18846.5
4.572,474.1020203,670246.6342,10832,9662,9713,16062,9841,7596,17232,16856
3.2,175.3820038,253521.8487,10070,8841,7704,8840,6242,5705,21555,19929
7.6,293.6489868,2855315.577,15134,13842,13429,13160,6861,6922,17525,16578
2.4,54.1570015,149087.2717,8894.5,7586.5,6938,7798,6385.5,5706.5,21593.5,19045.5
11.3,453.1219788,8712533.382,12066,11389,10894,12458,7754,7730,16211,16082
14.9,444.0539856,1253627.146,13052,12034,12376,13219,7070,7096,15481,15328
10.3632,226.2319946,2655532.654,15094.5,13880,14462,13017.5,7047.5,7185,18383.5,17670
3.9624,348.0480042,193883.0527,16281,15068,15298,18280,9497,8942,16699,15724
4.6,288.0339966,3188123.888,10806.5,10086,9857.5,11727.5,6717.5,6643.5,19357,18244.5
6.7056,12.19999981,181087.3617,9231,7532,6792,7031,5522,5371,20453,19146
12.8,387.8889771,742562.9681,16448,15224,14732,17325,7213,7155,14281,14298
13.4,419.6400146,972908.456,13259,12004.5,12049.5,13826,7172.5,6944,15764,15100
10.4,303.401001,862128.5086,10584.5,9635.5,9438,10322.5,6657.5,6630,18057,17093.5
20.1168,298.7600098,363475.8152,12525,11105.5,10721.5,11383,6572.5,6300,21872,20345
12.2,325.2451477,6658484.799,18173,17326,16784,17406,7314,7490,14155,14276
21.3,369.598999,826485.2914,11629.5,10243,10199,15188,10529.5,8451,18668,17722
4.8768,512.6809692,524738.7425,15159,14134,14290,14451,7480,7503,17480,16923
2.4384,451.7070007,1187867.313,15531,14607,15089,16992,7418,7431,14340,14188
7.6,421.4680176,394536.4753,11508,10539,10820,11770,7088,7003,14586,14358
10.5,259.7610168,53993.6975,10885.5,10034.5,9496,11720.5,6505.5,6535.5,20036.5,18735.5
9.8,305.2749939,2614417.282,10986.5,10149.5,9579,11013,6466,6597.5,18071.5,16811.5
25.6,302.2049866,659465.3611,12381,11826,11201,12030,6558,6695,16412,15810
32,365.9459839,6626052.369,15281,14128,13660,14698,7151,7258,14737,14363
13.4112,281.3249817,93147662.55,10696,9454,8771,9218,6418,6412,17961,17004
28.0416,299.4949951,6394615.35,11609.5,11140,10478.5,10617.5,6507.5,6345.5,22138.5,20365
2.4,369.1199951,1532525.219,14014,12855.5,12439,10776,6280,6288,20206,17812.5
35.6616,260.4530029,272042.8839,17069,15938.5,16677,17555,5813.5,5609,20365.5,19388
9.144,520.1945801,121205.9764,14922,13693,13932,14171,7774,7803,17450,16969
5.7,276.3099976,414939.6109,9626,8391,7592,8152,6240,5958,20203,18806
8.2296,218.7130127,137951.5892,13501,12460,12253,12211,7241,6890,20212,18338
6.096,289.3222351,717555.2061,12073,10808,10575,11898,6898,6823,20110,18651
0.3048,477.4920044,152091.6113,15399,14487,14908,16230,8451,8031,17818,17112
5,415.3160095,1437062.481,13891.5,12862.5,13508.5,14438,7269.5,7253,13881,13717
12.192,483.1329956,135547.0047,13784,12599.5,12452.5,11409,6881.5,6726.5,17995.5,17145
17.1,272.8470154,3807742.872,10512.5,9599.5,9014.5,10720.5,6969,6680,20324.5,18888
7.9248,429.8239746,127889.5295,16037,15559,15713,17467,8469,7704,16028,15296
30.5,413.875,734517.2382,12134,10971,10706.5,12663.5,7570,7703,15548.5,14711.5
3.6576,488.0119934,112914.3584,13726.5,12811.5,13305,14456.5,6840,6713.5,18840,17809.5
8.3,0.771792471,262840.7799,9610,8395,7301,6986,5610,5351,21586,20149
45.7,434.5219727,18637864.38,13285,12032,12330,12936,7589,7247,14751,14146
2.7,221.6799927,206327.779,11127,10183,10089,19823,12467,8055,20828,19202
24.384,299.3788452,1996884.507,11314.5,10589.5,10101.5,15297.5,10337.5,9032,22124,20531
21.3,273.25,865711.2399,11865.5,11426,10973,13802.5,7028,6854,21217,19510
12.2,452.4459839,3282613.385,14692,13418.5,14086,15237,7580.5,7361,12468,12205.5
3,14.50000095,465985.4031,10383,9285.5,9085.5,9872.5,7222.5,6880.5,18763.5,17745
8.2,468.3990173,498778.1155,13552,12102,12320,13737,8278,7950,13846,13584
18.8976,291.2490234,169841.5552,12776,11569,11172.5,13022.5,6731.5,6065.5,17501.5,16586.5
4.6,433.82901,595846.1261,12858.5,12085.5,12214.5,13051.5,6499.5,6583,13917.5,13795
9.144,286.4259949,330036.9726,11567.5,10717,10838,16053.5,9692.5,7960,19562,18261.5
6.3,422.3590088,863127.3961,11490.5,10452,10073,11238,6662,6690,17563,16527.5
8.8,412.8299866,3543005.465,11565,10598,10619,11819,6850,6498,17687,16833
18.3,412.2830811,1689782.845,12918.5,12426.5,12058,18741.5,10914.5,9711.5,18323,17487
4.2672,498.0180054,6773134.196,16177,16100,15849,15923,8025,8040,16193,15502
8.2296,299.1700134,370556.5942,11137.5,10085.5,9512.5,11576.5,5993,5797,19575,18606.5
14.6,391.8520203,948017.9966,15944.5,14610,15387.5,16196,7486,7371,14327,13889.5
10.9728,382.4400024,1427216.135,16460,15640,16579,17755.5,7353,7305.5,13945,13779.5
7.6,422.776001,1458543.911,13108.5,12236,12472.5,13533,7153,7119,15955.5,15458
35.1,396.7709961,83751733.36,16315,15415,14725,16912,6927,7138,16541,15963
8.5344,330.4119873,183352.1041,17842,16884,17991,18807.5,7370,7419,17408.5,16735
27,285.0549927,1051882.625,10214,9879,9932,11120,6382,6098,19700,18547
5.5,149.4456482,21986.7667,10043,9252.5,8687,11739,8176.5,6891.5,18803.5,18080
3.8,311.3160095,143545.7406,14253,13241,13058,17171,10313,7810,18918,18301
1.524,227.5434723,365748.8534,14147,13307,13581,18855,12890,10519,19244,18416
10.668,259.2548828,616639.4463,13571,12420,12515.5,12650,7194.5,6864.5,18550.5,17185
6.7056,251.9320068,390243.8554,11914.5,11152,10529.5,11852.5,6878.5,6614.5,20898.5,18811
22.9,354.4770203,8164217.106,14058,12911,13439,14250,8113,8115,13703,13592
8.8,254.7979431,65861.36855,15476,14279,14440,14608,6943,6286,20247,18891
5.2,293.3070068,966328.0248,17310,16205,17369,18046,7052,7237,17252,16451
18.288,300.1029968,2979236.155,10783,9746,8979,8762.5,6375,6107.5,20575,19233.5
9.144,407.5050049,265313.1153,15704,14625.5,15098,15977.5,6805,6980,17280,16857
4.8768,495.0130005,149110.7824,13259.5,12333.5,11640.5,14681,6868,6739.5,19024.5,18083
2.2,97.84899902,43442.49126,9905.5,8703,7972.5,8225.5,5660,5368.5,22130.5,20140.5
13.7,423.3500061,473643.0399,13581.5,12579.5,12544,13666,7153,6943,15427.5,14707
2.4,132.4670105,48827.68126,9492,8917,8125,18223,12193,8090,21281,19585
2.4,283.949707,42701.75984,9369,8029,7050,8560,6343,5672,20441,19169
15.048,293.25,280171.7119,11272.5,10064,9169,10810.5,6736,6824.5,18703.5,17364.5
12.192,483.1329956,808688.6828,15387,14006,14019,13820.5,7181.5,7082.5,18011.5,17176
27.4,420.302002,911787.003,12765.5,11643,11503,13067.5,7393.5,7588,16895.5,16240
14.9352,482.2180176,84036.6401,13062.5,11941.5,11736.5,13940,7295,7173,18242,17253.5
2.7432,464.0184326,75711.19757,16250,16235.5,16921.5,20083,10615.5,10411.5,14872.5,14577.5
7.9,287.6000061,312072.6743,12354,10906.5,10287.5,14604.5,6958.5,6698.5,21488.5,20194.5
1.8,156.7890015,167586.42,11169,10354,9365.5,14181,7456.5,7258.5,18218,17422.5
6.4,373.2509766,9323048.749,12772,11823.5,11779.5,12940,7027.5,6944,15323,14792
7,308.5390015,7175833.855,10567,9471,9320,15382,11629,9266,21934,20413
23.2,434.6239929,6646830.039,12929,12051,11907,13119,6786,6949,17869,16935
3.6,67.46057129,48540.85816,10252,8920,8041,9426.5,6016.5,5816.5,21927.5,19994
19.5072,259.5610046,4209182.029,16015,14938,14725,17609,7378.5,7312.5,21071,19531
7.3152,277.1485596,98560.34398,15197,13689,13109,16999,6846,6307,18595,17896
7.62,425.1753845,290274.264,15926,15232.5,16147,17074.5,8030,7928.5,18276.5,17128
10.9728,92.09973145,328433.8831,18810.5,18180,18356,20046.5,9005,8524.5,17842,17164
14.9352,191.1499939,424157.8068,14542.5,13462.5,13946.5,14890,8988.5,8753.5,14749,14510.5
17.4,266.8500061,320097.8129,11646,9796,9204.5,11874.5,6366.5,6245.5,22027,20173.5
6.096,336.0710144,84753.32042,13468,12283,12400,12516,8102,7224,18526,17632
9.1,145.8653259,139335.4833,9216,8010,7894,6964,5854,5542,19836,18884
9.997,418.3918152,605962.3613,12441,11425.5,10756.5,10595.5,6907,6679.5,16533.5,15817.5
15.2,407.1860046,1171257.517,12691,11717,12081,15088.5,7616.5,7662.5,17288,16366
9.2,366.3544922,360366.1813,10141,9125,8120,8887,6740,6503,20264,19119
15.24,498.6539917,173165.7827,15634,14495.5,15338,16650,7507,7505,18793,17782.5
4.572,505.0449829,263204.4194,15600,14446,14811,14603,7862,7779,17345,16887
1.8288,175.5,6571761.865,13789,12961.5,12777,15455.5,8703,7067.5,16833,16098.5
4.2672,494.4029846,654930.4347,14474.5,12974.5,13249,13765,6858,6746,18675.5,17677
10.668,475.8009644,1624847.658,14623,13733,13606,17279,7030,7059,17090,16507
6.096,250.5090027,749717.6868,14266,13041.5,13557.5,14464,7422,7065,15616.5,15396.5
